urn,ts,company,numLikes,numComments,text,Environment,Positive,Waste and Emissions Management ,Social,Diversity and Inclusion,Climate Impact,Biodiversity and Environmental Footprint,Negative,Waste and Emission Management,Environmental Opportunities ,Human Capital ,Governance,Legal Compliance,Workplace and Product Safety,Business Ethics and Transparency,Product Stewardship,Environmental Crime
6942873180445298688,2022-06-15 16:19:18,synovus,194,14,"This past week, we welcomed our newest class of corporate summer interns and are preparing to kick off our Accelerated Banker program on July 11th. Working with us, they’ll gain relevant skills and experience that’ll equip them to reach their career potential.",,,,,,,,,,,,,,,,,
6942873381360861184,2022-06-15 16:20:06,earthlink,8,0,"Over the next few weeks, we'll take a tour of the best cities across the U.S. for fiber internet. Want to skip ahead and see the route (and mark the map where you can find lightning-fast internet)? Visit https://bit.ly/3tnmsHK.",,,,,,,,,,,,,,,,,
6942876429923606528,2022-06-15 16:32:13,iheartmedia,28,0,"Don’t miss the second season of Force Multiplier! Our first episode series on Climate Action is out now featuring organizations and community members showing us how #ActionMeetsImpact. We’re now looking at healthcare from a global lens: speaking to leaders Like Amanda Ryan-Smith, CFRE at The Trevor Project and Kim Goldsmith-N'Diaye at Doctors Without Borders about quality healthcare access. 
 
Listen to the award-winning podcast with Salesforce.org on the iHeartRadio app or wherever you get your podcasts.

https://lnkd.in/gcsGN42d",,,,,,,,,,,,,,,,,
6942877148189769728,2022-06-15 16:35:04,jpmorgan,444,13,"Geopolitical factors have elevated the price of oil, gas, and other commodities — leading to weakened global growth. However, key economic trends may promote a stronger outlook for the next several years.",,,,,,,,,,,,,,,,,
6942884238845251584,2022-06-15 17:03:15,albertsons,120,0,"Thanks to the generosity of Safeway customers and associates who supported our April fundraising campaign, Safeway Foundation is distributing $211,000 to 14 organizations involved in cancer research, treatment, and patient support.

Today, we presented a grant to the American Institute for Cancer Research (https://www.aicr.org/) to help fund its Coping with Cancer in the Kitchen program.",,,,,,,,,,,,,,,,,
6942898652927455234,2022-06-15 18:00:31,kiewit,352,5,"Alongside our clients, we’re powering North America. Kiewit has installed more than 125,000 megawatts of power capacity. 

More on the power generation, distribution and storage projects our people deliver: http://ow.ly/Ze5b50IEqbW.",,,,,,,,,,,,,,,,,
6942900829540552704,2022-06-15 18:09:10,tellabs,4,0,"We are very proud of the contributions Tellabs, Optical LAN and Davidson Violette have delivered at Kinaxis' new global headquarters. Read this week's blog to get all the details. https://bit.ly/3NUmfEs",,,,,,,,,,,,,,,,,
6942905685131087872,2022-06-15 18:28:28,conocophillips,104,1,"Girls Talk Tech invites high schoolers on a quest – to imagine themselves in a career in an exciting and fulfilling STEM-related field. The Quest is a compilation of videos which, watched in order, provides a full-spectrum view of what it’s like to work in a Digital/Information Technology organization at a large company like ConocoPhillips. Learn more about the free program, and encourage a young person to start the quest today: https://bit.ly/3tCoUuh",,,,,,,,,,,,,,,,,
6942926460009500672,2022-06-15 19:51:01,avnet,112,0,"To show our dedication to the education of our future tech experts, we're sponsoring the expansion of the SciTech Institute Chief Science Officers program, into four Avnet hubs over the next two years. 

“By expanding this exciting program into more regions we’re not only helping more students develop their skills, we’re also engaging our employees as mentors, speakers and examples of success in the high tech industry. That experience can serve as a guide in years to come—both for the students and our own employees.” - Phil Gallagher, Avnet CEO. #AvnetCaresCSO https://bit.ly/3xxH29B
",,,,,,,,,,,,,,,,,
6942936099921014784,2022-06-15 20:29:19,textron,88,4,"At Textron, our interns are not just another intern they are fully immersed in the team. They get hands-on experiences and get to work directly in their function.

Learn more about our internship program and how you can apply! https://bit.ly/3yLD8ZS

#intern #internship #aviation #hr #humanresources #team",,,,,,,,,,,,,,,,,
6942952128831184897,2022-06-15 21:33:01,mckesson,57,1,"The #COVID19 pandemic caught everyone off guard. State governments were working tirelessly to procure personal protective equipment such as gloves, gowns and masks that healthcare professionals needed to care for their patients. Now, states are working to develop more efficient emergency preparedness measures for the future. Read more here: https://bit.ly/3OiRQzc
",,,,,,,,,,,,,,,,,
6942957084464332801,2022-06-15 21:52:42,nordstrom,106,0,Stop by any Nordstrom or Nordstrom Rack store this Friday from 11-6pm for our hiring event! Can’t make it? Check out our career opportunities below.,,,,,,,,,,,,,,,,,
6942966224104374272,2022-06-15 22:29:01,staples,56,1,"“Staples Digital Solutions (SDS) is a great place to work for those looking to grow their technology skills. As a company, Staples is in the midst of a digital transformation, and the SDS team has a front seat to it all.

From improving the way our customers shop and interact with us, to streamlining our supply chain, to digitizing our workforce, SDS is leading the way leveraging modern technologies to power that transformation.”

The Chief Information Officer wants you.

Find the role for you and join us: https://bit.ly/3xsmHTl

#developer #digital #engineering #innovation #tech #technology #business #jobopportunities",,,,,,,,,,,,,,,,,
6943017054966882304,2022-06-16 01:51:00,synovus,25,0,What type of commercial real estate is the best investment? Investors think it’s industrial/logistics (60%) and multifamily housing (27%). Metros in two Sun Belt states are targets. ,,,,,,,,,,,,,,,,,
6943138920540905472,2022-06-16 09:55:15,autozone,139,14,"We love our lifetime customers! 

Thank you for sharing Felix!",,,,,,,,,,,,,,,,,
6943170398507216896,2022-06-16 12:00:20,steelcase,133,5,"We are delighted to receive The Civic 50 award for the 3rd year in a row. Sponsored by Points of Light, the world’s largest organization dedicated to volunteer service, #TheCivic50 recognizes the top 50 corporate citizens in the United States based on social impact, community involvement and a commitment to use business as a force for good. See the full list of 2022 honorees: https://bit.ly/3OfBV4P",,,,,,,,,,,,,,,,,
6943170548914929665,2022-06-16 12:00:56,ecolab,88,8,"“Dentro de Ecolab, las mujeres están marcando sus pasos firmemente”. Así lo comenta Catalina Akama, Procurement Manager, Argentina, con quien conversamos durante la Semana del Desarrollo de Ecolab.  


Porque tan importante es atraer los mejores talentos como crear oportunidades de crecimiento para nuestros asociados.

 
#AdueñateDeTuFuturo #OwnYourFuture #ECLTeam #EquipoECL

https://bit.ly/3MT45RW
",,,,,,,,,,,,,,,,,
6943170879262523392,2022-06-16 12:02:15,kiewit,556,6,Starting our day with a few wise words from Peter Kiewit.,,,,,,,,,,,,,,,,,
6943175415414853632,2022-06-16 12:20:16,staples,56,0,"Hybrid & happy. Delivered.

Whether you’re in the office, at home or somewhere in between, just imagine the possibilities with the right products and expertise to keep everyone connected, productive and inspired: https://bit.ly/3MnzXyT.

#work #remotework #hybridwork #office #worklifeintegration #worklife #office #officeculture",,,,,,,,,,,,,,,,,
6943224445968793600,2022-06-16 15:35:06,exelon,64,0,"Exelon has a long history of supporting the communities we serve, through workforce development, supplier diversity & small business grants. Now our Racial Equity Capital Fund will increase access to capital for minority-owned businesses in our service areas.  
https://lnkd.in/gXzdwxhx ",,,,,,,,,,,,,,,,,
6943224625963089920,2022-06-16 15:35:49,iheartmedia,144,3,"JUST RELEASED: 

Martha Stewart announced the release of ""The Martha Stewart Podcast"" on June 22nd with iHeart, and confirmed Snoop Dogg is her first guest on the show.

When asked about the podcast, Stewart explained it's ""not so much about me. It's about my curiosity about people and what they do and how they've developed — how they've built businesses, how they've become famous or well-known. That's really what I wanna get across on this podcast,"" she said.

Read more here: https://lnkd.in/dPv97pm3

Trailer for The Martha Stewart Podcast is available here: 
https://lnkd.in/d8NA8fQC",,,,,,,,,,,,,,,,,
6943229795006562304,2022-06-16 15:56:22,jabil,26,0,"How can the virtual world help manufacturers reduce their footprint in the physical world?

""Digital twins might just save the planet by significantly slashing our global carbon footprint by empowering a circular economy and major advancements in #Sustainability,"" Daniel Gamota, VP of manufacturing, technology and innovation writes for Forbes Technology Council.

Read how: https://lnkd.in/d96Ksvcn

#DigitalTwins #CircularEconomy",10.0,10.0,,,,10.0,,,,,,,,,,,
6943231588537106432,2022-06-16 16:03:29,antheminc,55,2,"We’re embracing a broader view of health, and part of that commitment involves leveraging technologies and systems that advance the whole health of our members and communities. Learn how we’re making healthcare more predictive, proactive and personalized. #AnthemImpact
",,,,,,,,,,,,,,,,,
6943231608896323584,2022-06-16 16:03:34,wellsfargo,45,2,Supporting Pride is important to us all year long—not just during June. The VP of our Pride Connection Employee Resource Group Suzie Asmar-O'Guin shares her perspective and recent enterprise actions.,,,,,,,,,,,,,,,,,
6943233246671298561,2022-06-16 16:10:05,mckesson,138,0,"As the risk of burnout for healthcare workers increases, industry leaders are encouraged to address mental health concerns and make improvements. Learn more about prioritizing care for those on the frontline caring for others. https://bit.ly/39lgJvk
",,,,,,,,,,,,,,,,,
6943239342811189248,2022-06-16 16:34:18,albertsons,133,7,"Albertsons Companies Pride Alliance member and Senior Manager, Communications, Paul Bancroft-Turner, has been part of our team for more than nine years. He is incredibly active in our various Associate Resource Groups (ARGs) and one of his greatest achievements during his time at ACI has been supporting and helping launch several ARGs during the pandemic.

Paul encourages all Albertsons Companies associates to join the Pride Alliance. “The conversations are lively, fun, and/or serious. Pride Month is an opportunity to learn more about our LGBTQ+ population at Albertsons Companies and make some new friends!”

He encourages anyone who is considering joining the Pride Alliance to come with an open mind. “Don’t come in with preconceived concepts of what it means to be in the LGBTQ+ community. Just like everyone in the world, it’s full of unique individuals from all walks of life, areas of the business, and parts of the country. It’s a safe space for conversation and allyship. Bring questions and be respectful. Listen.”

Thank you, Paul, for being part of our team AND for being an ally!",,,,,,,,,,,,,,,,,
6943260933964120064,2022-06-16 18:00:06,wellsfargo,38,4,"After being captured in West Africa and sold into slavery, Omar Ibn Said wrote the only known autobiography of an enslaved person written in Arabic in America. We were proud to sponsor an Opera at the Spoleto Festival USA based on his autobiography and to contribute to the visibility of this historical memoir that represents the African American and Muslim community. #TellYourStoryOmar",,,,,,,,,,,,,,,,,
6943261360986226688,2022-06-16 18:01:48,tellabs,4,0,"Visit our Business Enterprise webpage to access Optical LAN videos, quick facts, featured content and solution summary covering this high-runner corporate market. https://bit.ly/3MWQ31Y",,,,,,,,,,,,,,,,,
6943268512865943552,2022-06-16 18:30:13,antheminc,738,5,"We’re honored to be named one of America’s 50 most community-minded companies by Points of Light as part of the #TheCivic50, and remain committed to creating a culture of service and connecting with our communities to work toward building a better tomorrow: http://ow.ly/Yn2r50Jzoyf",,,,,,,,,,,,,,,,,
6943276076718571521,2022-06-16 19:00:16,kennametal,165,0,"Introducing our new KCK20B™ and KCKP10™ indexable milling grades for higher wear resistance and up to 30% longer tool life when machining cast iron and compacted graphite iron components. Both grades offer higher productivity and consistent, repeatable performance during roughing, semi-finishing and finishing operations. Now available for our KCFM™ 45 indexable face mill! Learn more: https://okt.to/MTGO0u

#milling #castiron #machining #cnc #machinist #indexablemilling #facemilling",,,,,,,,,,,,,,,,,
6943282329633132544,2022-06-16 19:25:07,aflac,62,1,"More than 40% of men only visit the doctor when they’re afraid they have a serious medical condition.  Help encourage your male employees to get the care they need, when they need it.  #AflacForBusiness https://lnkd.in/g3_WhCsQ",,,,,,,,,,,,,,,,,
6943298920177434625,2022-06-16 20:31:02,textron,333,0,"Textron Aviation continues to move forward! Today they announced the successful first flight of its second Beechcraft Denali flight test article. Learn more about this momentous achievement! https://bit.ly/3NY4RyH

#Beechcraft #aviation #avgeek ",,,,,,,,,,,,,,,,,
6943321813523337216,2022-06-16 22:02:01,synovus,31,0,"Just how much will that new kitchen cost, and will you get a return on your investment? #NationalHomeOwnershipMonth #GetThere         ",,,,,,,,,,,,,,,,,
6943341443620986880,2022-06-16 23:20:01,avnet,79,1,"The new MaaXBoard 8ULP starter kit from Avnet features the 8ULP processor from NXP Semiconductors and will help facilitate the development of ultra-low power, secure, intelligent edge applications. Explore the kit here: https://bit.ly/39wfklG",,,,,,,,,,,,,,,,,
6943474828007936000,2022-06-17 08:10:02,steelcase,77,1,"Der neue Viccarbe Copa Soft Stuhl für Teambereiche, Wartezimmer oder auch für Zuhause lädt den Nutzer ein, sich zurückzulehnen und höchsten Sitzkomfort zu genießen. Mehr dazu: https://bit.ly/3xvaJJW",,,,,,,,,,,,,,,,,
6943474827257143297,2022-06-17 08:10:02,steelcase,77,1,"Conçu pour les espaces de collaboration, les salles d’attente ou les espaces résidentiels, le nouveau fauteuil Copa de Viccarbe invite les utilisateurs à s’adosser et à se détendre. En savoir plus : https://bit.ly/3aCCt66",,,,,,,,,,,,,,,,,
6943474827269730304,2022-06-17 08:10:02,steelcase,211,3,"Designed for collaborative spaces, waiting rooms or homes, the new Viccarbe Copa Soft chair invites users to sit back and enjoy a cozy seating experience. Learn more: https://bit.ly/3H2P7aH",,,,,,,,,,,,,,,,,
6943476143568130048,2022-06-17 08:15:16,gap,22,0,"The latest version of the Rockdoor brochure is out now!
 
The brochure features a new layout, updated images and includes the brand new Manhattan door style which has been so well received 💜
 
Grab the latest copy today or download a digital copy at Rockdoor.com!",,,,,,,,,,,,,,,,,
6943543844433014784,2022-06-17 12:44:17,exelon,152,13,"IT Manager Erik Consuegra shares how he’s supported and encouraged to be his authentic self at Exelon all year, not only during #PrideMonth.  #Pride
",,,,,,,,,,,,,,,,,
6943555444300791808,2022-06-17 13:30:22,pepsico,650,10,"Black people, businesses, and communities have faced deep, systemic inequalities for far too long. Addressing them will take partnership, innovation, and investment. Learn more about our journey and progress: https://pepsi.co/3OuotdF",,,,,,,,,,,,,,,,,
6943562156923645952,2022-06-17 13:57:03,petsmart,108,1,"At PetSmart, we recognize when we help each other show up as our authentic selves, we're all the better because of it. We are united together by our passion for pets, but our associates and their unique differences and perspectives make #LifeAtPetSmart a special place to be. 

Monday kicks off our 4th annual week-long celebration of Belonging at PetSmart. We're excited to spend seven days learning and growing together so our associates can continue to show up as their best selves each day. We’re excited for our Stores, DCs, and Offices to see what we have in store this year! #BelongingisSMART #IBelongAtPetSmart",,,,,,,,,,,,,,,,,
6943563264588980225,2022-06-17 14:01:27,staples,59,4,"The June edition of the Social Justice Resource Series, hosted by the Staples Out@Work business resource group, sprouted a lot of thought-provoking dialogue around the progress that has been made and the progress still to come, including how allies both inside and outside the community can elicit meaningful change.

The Social Justice Resource Series (SJRS) is a resource utilized by our business resource groups to create dialogue among associates about similarities and differences of lived experiences, as well as how we can better support and understand each other.

We are proud to support this integral inclusion and diversity initiative in partnership with our business resource groups (BRGs). To learn about our BRGs and culture of inclusion, visit: https://bit.ly/3sZBN1o.
 
#business #culture #change #diversity #inclusion",,,,,,,,,,,,,,,,,
6943563789317398528,2022-06-17 14:03:32,kiewit,213,2,"Last week, our team volunteered at the Women’s Leadership Build led by Habitat for Humanity East Bay/Silicon Valley. The work day helped bring a new 42-unit affordable housing development in Walnut Creek one step closer to reality!",,,,,,,,,,,,,,,,,
6943569934081781760,2022-06-17 14:27:57,albertsons,460,9,"Starting in 2022, Albertsons Companies is proud to recognize Juneteenth as an official corporate holiday. 

One of the ways we’re honoring Juneteenth is in partnership with our Albertsons African American Leadership Council (AAALC), which hosted an educational event discussing the history of the holiday, why it’s important and how each team member celebrates.",,,,,,,,,,,,,,,,,
6943570533208788992,2022-06-17 14:30:20,synovus,53,0,"Our branches will close Monday, June 20, in observance of Juneteenth. Online banking is available 24/7 at our website or the My Synovus app.",,,,,,,,,,,,,,,,,
6943590835238182912,2022-06-17 15:51:00,exelon,83,1,"As extreme weather incidents increase, so does the threat of blackouts. Exelon’s utilities remain committed to investing in grid reliability and resilience. Tamla Olivier, COO of Pepco Holdings, weighs in on the Today Show.
 ",,,,,,,,,,,,,,,,,
6943593100124577793,2022-06-17 16:00:00,wellsfargo,18,1,"Our commitment to building a better tomorrow starts by creating a culture of service and driving social impact in our communities. Thanks to our exceptional employees and community partners and their ongoing efforts and investments, we’re honored to be named one of the nation’s 50 most community-minded companies by Points of Light as part of the 10th annual #TheCivic50 report. http://on.wf.com/6047zdZzH",,,,,,,,,,,,,,,,,
6943593110291537921,2022-06-17 16:00:03,aflac,316,10,It’s an honor to be named to The Civic 50 list by Points of Light for the 5th year in a row! We will continue to be a committed partner to our communities and always foster a diverse and inclusive workplace. Learn more about this honor here: https://lnkd.in/eNpPDAyX,,,,,,,,,,,,,,,,,
6943593958572793856,2022-06-17 16:03:25,kiewit,165,1,"At Kiewit, we celebrate diversity, equity and inclusion and the strengths that different perspectives bring to our teams and business. Together, we can provide better solutions to our workforce, clients and communities.

We are proud to introduce you to Amara Atella, project engineer at Kiewit.",,,,,,,,,,,,,,,,,
6943595873188651008,2022-06-17 16:11:01,earthlink,6,0,"With the summer storm season here, you have to wonder if weather actually affects WiFi speed. And does your internet type matter when it comes to a blustery day? We’ve got the answers to all your weather and internet questions. https://bit.ly/3w10fRE",,,,,,,,,,,,,,,,,
6943601086087794689,2022-06-17 16:31:44,cunamutualgroup,87,3,"""It's a beautiful and empowering thing to know that no matter your role, you can make a huge impact in the space of DEI,"" says Chief Diversity Officer, Angela Russell in our first NAFCU (National Association of Federally-Insured Credit Unions) #DEI series #Video. #StrongerTogether #CreditUnions #Diversity  #Equity #Inclusion",,,,,,,,,,,,,,,,,
6943613348424949760,2022-06-17 17:20:28,mckesson,308,0,"This Sunday marks #Juneteenth, a holiday commemorating the emancipation of enslaved African Americans. This is a time for us to acknowledge, support and reflect on the sacrifices and contributions African Americans have made to our society. We’re committed to creating a more diverse and inclusive workplace to make #TeamMcKesson more aware, more creative, and stronger. Learn more: https://bit.ly/3HA5rQt ",,,,,,,,,,,,,,,,,
6943623383095943168,2022-06-17 18:00:20,antheminc,105,1,"In Tennessee, 91 out of 95 counties are considered Health Professional Shortage areas by the federal government. The Amerigroup Rural Medicine Scholarship, part of the Anthem Health Equity Scholarship program, provides rural medicine scholarships in TN. These scholarships are developing the next generation of much-needed healthcare professionals to serve in the communities that need them most. Learn more about Amerigroup Rural Medicine scholarship recipient and East Tennessee State University nursing student, Laura Sparks.

http://ow.ly/bYZf50Jwnnh",,,,,,,,,,,,,,,,,
6943649202837082112,2022-06-17 19:42:56,jabil,2,0,"Do you want to want to connect with your customers?

Join Jabil Packaging Solutions for a LinkedIn live on device and consumable systems adoption.

Thursday, June 23, @ 11:00 am EDT. 🗓️ 

Learn how to build brand loyalty while improving #sustainability! ♻️ 

https://lnkd.in/gWw3VS_k

#Packaging",,,,,,,,,,,,,,,,,
6943651238274097152,2022-06-17 19:51:02,kiewit,61,0,"According to Nicholas Joens, P.E., Kiewit’s Underground District Business Development Manager, new technologies and collaborative contracting models will have an increasingly important role in the industry. Check out this month’s issue of Tunnelling Journal to learn more.",,,,,,,,,,,,,,,,,
6943659551460130816,2022-06-17 20:24:04,textron,113,2,"In honor of Pride month, our employee resource group, FUSION, sold Pride themed t-shirts to raise money for local LGBTQ+ groups in Providence. They were able to raise $350 for TGI Network RI and PFLAG.

#Pride #LGBTQ #community",,,,,,,,,,,,,,,,,
6943678219749376000,2022-06-17 21:38:14,nordstrom,91,0,"This month, we talked with California-based stylist Priyanka Kanodia. Read our blog to learn how Priyanka helps customers find their confidence and about the time she had an hour to help save a customer’s vacation. https://bit.ly/3HC76p0",,,,,,,,,,,,,,,,,
6943697718041096192,2022-06-17 22:55:43,wellsfargo,61,6," We have hired more than 6,000 veterans since 2018. This would not be possible without our Military Talent Strategic Sourcing team, fully dedicated to strategies, programs, and events to recruit, counsel, advocate for, and hire military job seekers. Today, we introduce you to John Axtell, II.",,,,,,,,,,,,,,,,,
6943741396482727936,2022-06-18 01:49:17,avnet,31,0,"The creation of smart lighting systems is constantly developing, but it's important to remember this tech can't work unless it's properly connected. Experts from Amphenol Communications Solutions and Avnet discuss the importance of choosing the right interconnectivity solutions for your smart lighting systems: https://bit.ly/3MMoCI6",,,,,,,,,,,,,,,,,
6943895162322391040,2022-06-18 12:00:18,wellsfargo,93,1,"This weekend, we celebrate all the fathers and father figures in our lives and thank each of you for your inspiration, guidance, and support. Happy Father’s Day! ",,,,,,,,,,,,,,,,,
6943944174211645440,2022-06-18 15:15:03,jabil,29,0,"Better outcomes result when you know what you are treating. Knowing who you are treating is even better.

That is the promise of precision medicine.

Advances within molecular genomics and sequencing technology are driving an acceleration toward more personalized, #PrecisionMedicine solutions, but commercialization can be daunting. Success requires adept management of complex technologies and supply chains: https://lnkd.in/gHmgfH-g",,,,,,,,,,,,,,,,,
6943977755390722048,2022-06-18 17:28:29,jcpenney,924,13,"Today, JCPenney associates joined Dr. Opal Lee, the “Grandmother of Juneteenth,” in Fort Worth, TX, for Opal’s Walk for Freedom. The 2.5-mile walk, started by Dr. Lee in 2016, represents the 2.5 years it took for enforcement of the Emancipation Proclamation to reach Texas. As the lead sponsor for this national event organized by Unity Unlimited, Inc., JCPenney associates around the country participated in official community walks or joined virtually to commemorate the first anniversary of #Juneteenth’s federal holiday status and to support Dr. Lee in her ongoing efforts to raise awareness and understanding of the significance of this day in our nation’s history.

See below for photos from #OpalsWalk2022, and view NBCUniversal Local’s coverage of the event here: on.nbcdfw.com/Gm2O03T",,,,,,,,,,,,,,,,,
6944257481317519360,2022-06-19 12:00:01,wellsfargo,88,2,Family. Strength. Freedom. We’re proud to honor Juneteenth as a day of progress as we reflect on milestones and celebrate unity. http://on.wf.com/6042zdZ9m,,,,,,,,,,,,,,,,,
6944257638587146240,2022-06-19 12:00:39,pepsico,1085,14,"Happy Father’s Day to all the dads out there! At PepsiCo, we see you sharing the best of life's moments with your kids every day. And it means the world to us. #pepsicodads #fathersday #youcansmilehere #pepsicolife ",,,,,,,,,,,,,,,,,
6944276363063275520,2022-06-19 13:15:03,albertsons,266,0,"Today we honor Juneteenth, the date commemorating the emancipation of enslaved African Americans in the United States. Wishing everyone a day filled with celebration and reflection. Happy Juneteenth!",,,,,,,,,,,,,,,,,
6944278875396878336,2022-06-19 13:25:02,autonation,143,2,Happy Father's Day! Join us in honoring all fathers and father figures who have impacted our lives. Let's have a little fun and share your favorite Dad joke below! #FathersDay2022 #DRVPNK,,,,,,,,,,,,,,,,,
6944287696076881920,2022-06-19 14:00:05,autozone,65,3,"Happy Juneteenth, also known as ""Freedom Day!” Juneteenth is a time to reflect, learn and lift our voices together to celebrate heritage, freedom and the opportunity to achieve our greatest dreams.  

#juneteenth2022 #juneteenth #autozone #embracesdiversity #azpledgeandvalues #seewhereyourdrivecantakeyou #autozonecareers",,,,,,,,,,,,,,,,,
6944298321628831744,2022-06-19 14:42:18,staples,54,1,"Happy Father’s Day! We hope all fathers, parents and caretakers are kicking back and relaxing on a well-deserved weekend of celebration. 

At Staples, we understand work is one piece of our associates’ lives, so we provide the tools and the benefits to allow our associates to find a balance that works for them and their families.

For Sales Senior Account Manager Ron, the flexible schedule and investments in technology allow him to work from anywhere at any time, which helps him be productive and present with his loved ones.

Looking for a flexible schedule that allows you to be present with family needs you? Learn more about Staples, our benefits and find the right role for you: https://bit.ly/3A1NxRe.

#fathers #fathersday #workingdads #family #workculture #worklifebalance #worklifeintegration
",,,,,,,,,,,,,,,,,
6944302874415837184,2022-06-19 15:00:24,textron,70,1,"Today, we celebrate freedom and the abolishment of slavery. 

#Juneteenth",,,,,,,,,,,,,,,,,
6944304084522860544,2022-06-19 15:05:12,jcpenney,309,8,"As part of JCPenney’s commitment to inclusion and diversity, we once again recognize #Juneteenth as a paid company holiday. Our stores will observe Juneteenth on Sunday, June 19 and our corporate offices and supply chain facilities will observe the holiday on Monday, June 20. As a Company-wide holiday, hourly associates working to serve our customers on Juneteenth will receive additional holiday pay.
 
As the national sponsor of this year’s Opal’s Walk For Freedom, our associates recently had the opportunity to hear from Dr. Opal Lee herself during a company-wide broadcast. We invite you to watch the interview moderated by Andre Joyner as you reflect on Juneteenth, one year after its official recognition as a federal holiday: https://lnkd.in/gUR2CBVJ",,,,,,,,,,,,,,,,,
6944332109280890880,2022-06-19 16:56:34,staples,80,0,"Be bold. Be brave. Be supportive. Be curious.

Today, we share these wise words from our President of Staples Promotional Products in celebration of the freedom gained and the progress made in the last 157 years. His words also serve as a reminder to us all to be proud of ourselves, as well as step outside our comfort zone and learn. Strive to understand the world and those around you. Stand up for what is right and call out what is not. 

#juneteenth #juneteenthcelebration #freedom #blackexcellence #blackhistory #americanhistory #worklife #workculture #inclusive #diversity
",,,,,,,,,,,,,,,,,
6944353117777907712,2022-06-19 18:20:03,autonation,38,0,"Today we honor the courage, strength, and determination of our community. Juneteenth, also known as Emancipation Day, celebrates June 19, 1865, when the last enslaved African Americans in Galveston, Texas proclaimed freedom. Juneteenth was formally recognized as a federal holiday in 2021 with efforts led by Opal Lee, Nobel Peace Prize nominee. #Juneteenth #DRVPNK #ONEAutoNation",,,,,,,,,,,,,,,,,
6944364182549016576,2022-06-19 19:04:01,jabil,50,0,"When it comes to emissions, you cannot reduce what you can't measure and control. This is the challenge with scope 3 emissions, since reporting isn’t required or standardized yet.

Engaging with suppliers is key to getting the data you need to meet your greenhouse gas reduction targets, as Keith Deinert, global program manager, circular economy initiatives, explains.

https://lnkd.in/gBe89eMa",,,,,,,,,,,,,,,,,
6944621138454990848,2022-06-20 12:05:04,petsmart,197,2,"“PetSmart should be just as vibrant and diverse as the communities and pet parents we serve. It is up to each of us to create a culture of belonging, with mindfulness and intention, every day. We can – and must – continue to do better around diversity and inclusion initiatives, which means taking thoughtful action and holding ourselves accountable."" 
- PetSmart President and C.E.O., J.K. Symancyk 

Today kicks off Belonging Week at PetSmart — a week-long celebration of culture. United Together, we remain committed to embracing a workplace where all associates feel included and know they belong. #LifeAtPetSmart #BelongingisSMART #IBelongAtPetSmart",,,,,,,,,,,,,,,,,
6944637888168927232,2022-06-20 13:11:37,pepsico,75,1,"En PepsiCo creemos en el poder de la acción para construir un entorno de trabajo cada vez más diverso e inclusivo. El tema es parte de nuestra cultura, se fomenta y vive en la práctica los 365 días del año, no solo durante el Mes del Orgullo LGBT+.
 
Tenemos iniciativas que crean un espacio donde todos y todas se sienten libres de expresar, amar y vivir sus colores con orgullo.
 
¡Descubre algunas de nuestras iniciativas y logros! #PepsiCoPride #PepsiCoProud",,,,,,,,,,,,,,,,,
6944650762589261825,2022-06-20 14:02:47,kiewit,278,8,"American Council of Engineering Companies (ACEC) recently awarded our CMGC partner Michael Baker International  the 2022 Engineering Excellence Grand Award for emergency repairs to the Interstate 40/Hernando de Soto bridge. 

Strong collaboration and teamwork with the Tennessee Department of Transportation and all of our project partners resulted the bridge reopening just 83 days after the initial emergency.

Congratulations to  the entire project team for the well deserved recognition!

#hernandodesoto #engineeringexcellence #collaboration",,,,,,,,,,,,,,,,,
6944659710734209024,2022-06-20 14:38:20,spherion,5,12,Monday—we meet again.,,,,,,,,,,,,,,,,,
6944666430164393984,2022-06-20 15:05:02,exelon,76,3,"“Because Exelon is ‘out’ about its values, I feel safe to be out as well.”
Melissa Lavinson, SVP of Federal Gov. & Reg. Affairs at Exelon, on how Pride celebrates the progress of the LGBTQ+ community, but the support from allies still goes a long way. 
Read more: http://spr.ly/6042zeyMI",,,,,,,,,,,,,,,,,
6944676529738055680,2022-06-20 15:45:10,autonation,538,106,"Two awards in one week! Rock Anderson, AutoNation's Chief Human Resources Officer and Senior Vice President, has been honored with the South Florida Business and Wealth Diversity & Inclusion Award as well as South Florida Business Journal's Diverse Voice Award! Congratulations! 🥳 🎉 #DRVPNK #SFBW #2022DiversityandInclusionAward #SFBJ #2022DiverseVoiceAward #ONEAutoNation",,,,,,,,,,,,,,,,,
6944679168752197633,2022-06-20 15:55:39,cunamutualgroup,71,0,"As we recently celebrated #Juneteenth, our African American Engagement Resource Group (ERG) invites you to take a moment to close your eyes, put yourself in the shoes of someone else for just a second and allow yourself to feel what they might have felt. And, now breathe. #FreedomDay #ERG #Allyship #StrongerTogether",,,,,,,,,,,,,,,,,
6944680263654264832,2022-06-20 16:00:00,wellsfargo,65,3,"We are excited to announce that our Glide – Relaunch program, created to provide a skills refresh and senior networking opportunities for professionals who have taken a career break, is returning in September. Learn more: http://on.wf.com/6046zwrCp

",,,,,,,,,,,,,,,,,
