urn,ts,company,numLikes,numComments,text
6966390578682945536,2022-08-19 13:49:03,staples,127,4,"Last week we said farewell to our 2022 summer interns. These 28 young minds have bright futures, and we are so thankful they chose to build their work experience with Staples. Day in and day out, across the country, in-office and remote, this class came with their Get It Done attitudes and the mindset to Deliver for Customers, whether internal or external.
 
Staples offers internships and other career growth opportunities across a variety of functions, from Supply Chain and Sales to eCommerce and Technology. Visit https://lnkd.in/ex_mvZpS to stay up to date on the latest positions available with Staples."
6966064365795954689,2022-08-18 16:12:48,staples,49,5,"The August edition of the Staples Social Justice Resource Series for employees focused on Imposter Syndrome. Lisa Orbé-Austin, PhD—a renowned psychologist, executive coach, organizational consultant and speaker—led the session, which was organized by our Young Professionals business resource group (BRG), in collaboration with four other BRGs.
 
Dr. Orbé-Austin’s presentation sparked much discussion among Staples employees. 

Our business resource groups utilize the Social Justice Resource Series to create dialogue among associates about similarities and differences of lived experiences, as well as how we can better support and understand one another.
 
Staples is proud to support this integral inclusion and diversity initiative, in partnership with our business resource groups. To learn about our BRGs and culture of inclusion, visit: https://bit.ly/3sZBN1o."
6965711127389294592,2022-08-17 16:49:09,staples,169,3,"Staples Cause for Caring supports employees when they need it most. Founded and funded by associates and corporate contributions, Cause for Caring offers relief for employees in need of severe financial assistance due to significant events or other circumstances beyond their control. 

To learn more about the program and read employee stories, visit staplescauseforcaring.org. If you are a U.S.-based Staples employee, visit the website to learn how you can apply for assistance."
6964948523817517056,2022-08-15 14:18:50,staples,104,3,"Today kicks off the annual Staples employee Activity-A-Thon to benefit the American Diabetes Association! Across the country, Staples employees will be moving—biking, running, walking, swimming, cartwheeling, you name it—to help raise funds and awareness, toward a cure for diabetes. Last year, Staples was the No. 1 corporate team in fundraising, and our over 300 participants accounted for more than half the participants in the New England virtual tour!
 
At Staples, we believe that our success depends on the success of those we serve, so let's get moving! To learn more about Staples and its corporate responsibility efforts, visit https://bit.ly/3zHKDmA."
6964216564522876929,2022-08-13 13:50:17,staples,37,2,"We’re celebrating southpaws everywhere! Your ideas will be safe with the TRU RED™ Gel Pen. With smooth-flowing ink, the advanced technology ink dries super-fast, and available in a wide variety of colors. Which means the days of losing ideas to a smear are over.

Check out our entire assortment of TRU RED gel pens https://bit.ly/3Q9fwaV"
6963884990640046080,2022-08-12 15:52:44,staples,79,6,"""The best part is that every single person wants to see you succeed.""
 
Find your people, expand your network, grow your career, and have an entire team rooting for you. Because of our Young Professionals business resource group (BRG), associates like Wafi can connect with like-minded individuals, as well as expand their networks into unexpected fields.
 
Like its nine counterparts, Staples' Young Professionals BRG is built on personal and career growth, building relationships, developing skills, sharing resources, and giving back to the communities in which Staples operates. Learn more about our BRGs and Staples' culture of inclusion: https://bit.ly/3sZBN1o"
6962797712081608704,2022-08-09 15:52:17,staples,134,2,"Motivated to do well and supported by the leadership and management around her, Abby has been able to excel at Staples. She has made sure to take advantage of every opportunity presented to her, and it's paid off! She has advanced from a B2B sales associate to an area sales manager in just five years! Want to grow your career? Find your opportunity today: https://bit.ly/3A1NxRe"
6961347696179748864,2022-08-05 15:50:26,staples,88,2,"“Through this group, I've had the opportunity to work with some of the top leaders at Staples…""
 
As members of our Young Professionals business resource group (BRG), motivated employees like Nicole have been able to accelerate their development and fast-track their career growth by utilizing resources and gaining opportunities that align with their personal and professional goals. 
 
Young Professionals is one of 10 business resource groups at Staples. The BRGs are an internal resource dedicated to associate engagement and additional business activities such as talent acquisition, leadership development, product development, marketing, corporate branding and community relations.
 
Learn more about our BRGs and Staples' culture of inclusion: https://bit.ly/3sZBN1o"
6960741115377377280,2022-08-03 23:40:06,staples,52,0,Take your office or home office space to the next level with color. Learn how color coding and coordination can help boost your productivity. Check out this article for all the tips and tricks you need to get started. https://bit.ly/3zQT54A
6960246456670679041,2022-08-02 14:54:30,staples,29,0,"Tomorrow, join Staples for the CNBC Small Business Playbook Virtual Summit! As part of this ongoing series, we will host a session that explores ways small businesses can navigate today’s inflationary environment, supply chain challenges and the threat of economic downturn. Tune in for tips on how to find new sources of savings and mitigate supply chain risk, particularly by leveraging strategic partners.
 
It's not too late to register for tomorrow's free #CNBCSmallBiz virtual event → https://bit.ly/3yJhPKf"
6959967761624141826,2022-08-01 20:27:04,staples,40,1,"Sometimes you just need to write it down. And we have a huge assortment of hard-copy planners to do the job. Did you know that you get a memory boost from writing things down? Plus, they are a quick reminder of important details at a glance.

Find the planner that’s write 😉 for you and some helpful tips https://bit.ly/3p4Yted"
6959852626813325312,2022-08-01 12:49:34,staples,12,0,"The CNBC Events Small Business Playbook Virtual Summit is back! Join Staples as we host a session that explores ways small businesses can navigate today’s inflationary environment, supply chain disruptions, and the ever-present threat of an economic downturn. We'll share tips on how to find new sources of savings and mitigate supply chain risk, particularly by leveraging strategic partners.
 
Learn more and register for this free #CNBCSmallBiz virtual event → https://bit.ly/3yJhPKf"
6958448637437693952,2022-07-28 15:50:36,staples,141,4,"The opportunities are endless at Staples. We offer a wide range of job roles in a variety of industries. In addition, we provide the tools and resources necessary for you to carve your own path to success. 

Take it from Jill—she changed careers from teaching to sales and is now one of our top sellers.

Kickstart your career change with Staples: https://bit.ly/3Kgb7iB"
6957360731017113600,2022-07-25 15:47:39,staples,128,12,"At Staples, we provide the tools and resources for you to positively challenge yourself and grow your skill set. Your hard work and growth can also earn you organizational recognition and some awesome rewards.

Hear more from Anthony about how he has been empowered to accomplish both personal and professional goals.

Learn more about our open Sales roles and find the position for you: https://bit.ly/3Kgb7iB"
6956344670343852032,2022-07-22 20:30:12,staples,48,0,Is your office stocked and ready? Staples has all the office essentials to help keep the office humming and the team productive. https://bit.ly/3czECAJ
6955553208773525504,2022-07-20 16:05:12,staples,68,0,"No more false starts. No more halfways. No looking back. We’re boldly going FORWARD to School. And we have the expertise, products and supplies you need to keep your school and classroom humming with productivity. https://bit.ly/3gRxZd3"
6953011508356263936,2022-07-13 15:45:24,staples,125,10,"Staples fosters a supportive culture in its offices and warehouses throughout the country. No matter where you work, we provide the tools and resources for you to excel in your career.

Meet Boris, one of our fulfillment center managers. He has been with Staples for 14 years. Hear about his career trajectory, and how he now helps his associates develop their careers.

Begin your journey with Staples—find your path now: https://bit.ly/3A1NxRe
"
6952656103927123968,2022-07-12 16:13:09,staples,27,0,"You need ink & toner? Staples is the place to get it. We have all the ink & toner you need to get the job done right and keep productivity high. And with Free, fast delivery to your front door or office, why would you get it anywhere else? 

Shop now: https://bit.ly/3dAkBqK"
6951206077514317824,2022-07-08 16:11:16,staples,277,3,"After taking the time to ensure the Framingham, Massachusetts office was organized and orderly, our associates were treated to a lunchtime cookout! The blue skies were a wonderful backdrop as they dined and socialized on the quad."
6948301922550353920,2022-06-30 15:51:11,staples,77,3,"Keep your body and mind productive all day by creating an ergonomic workspace at home. Whether you’re working from home or you’re a remote work veteran, this guide can help you redesign your workstation so it functions properly for your job and your body. Get more ergonomic tips here: https://bit.ly/3ybqPIM

#wfh #remote #remotework #workfromanywhere #workfromhome #hybridwork #ergonomic #workspace"
6947898672391049216,2022-06-29 13:08:49,staples,26,4,"The Fourth of July is right around the corner! From paid time-off to summer Fridays, we’re proud to provide benefits that support work-life balance and holiday weekends."
6947575908945809408,2022-06-28 15:46:16,staples,37,1,"“I love being a member of Out@Work! We are a community of LGBTQ+ members and allies that come together to form a safe space for open and honest discussions, which promote learning within our community and beyond. I have learned so much about how to be a better advocate for myself and my community. I feel empowered to take my learnings away from our OAW meetings and share them with others to challenge people to think inclusively beyond a heteronormative and gender binary world.""

To celebrate Pride month, we are shining the spotlight on our Out@Work business resource group. Out@Work provides a platform for its members — a safe space for discussion and action to ensure Staples continues to be a welcoming, inclusive workplace.

Learn more about Out@Work, as well as our culture of inclusion: https://bit.ly/3sZBN1o.

#inclusion #diversity #loveislove #lovewins #pride #pridemonth #culture #workplaceculture #erg #brg #employeeresourcegroup #businessresourcegroup

"
6947219326579953665,2022-06-27 16:09:20,staples,70,0,"It’s no surprise, the way we get work done has changed...forever. But one thing hasn’t changed, the work still needs to get done. We can help with the curated products and expertise you need to get the job done right every time: https://bit.ly/3wjf2XX.

#workfromanywhere #hybrid #remote #remotework #hybridwork #office #officelife #culture #worklifebalance #worklifeintegration"
6946102210896257024,2022-06-24 14:10:19,staples,108,1,"Come work where you're welcome: Staples. You'll have access to tools and business resources to help you succeed. With Staples, you're in good company. Find the role for you: https://bit.ly/3OEfmrG.

"
6945770966257963008,2022-06-23 16:14:04,staples,32,0,"“It is hard to integrate yourself amongst the people you work with, especially when you feel so 'other' from them. Being a member of the LGBTQ+ community is an inherently isolating experience, so being surrounded by the Out@Work BRG community has helped to break that feeling of isolation.”

June is Pride Month and we’re proud to feature our LGBTQ+ business resource group, Out@Work. Welcoming new members every day, it’s a thriving network that acts as a trusted advisor to Staples and a place to build community.

Learn more about Out@Work, as well as our culture of inclusion: https://bit.ly/3sZBN1o.

#inclusion #diversity #loveislove #lovewins #pride #pridemonth #culture #workplaceculture #erg #brg #employeeresourcegroup #businessresourcegroup"
6945423232615260160,2022-06-22 17:12:18,staples,33,0,"Collaboration is key to a team’s productivity and modular furniture can help. Desks, tables and chairs can be used as on large piece or pulled apart for smaller breakouts. Be sure to choose desks and chairs with wheels for easy maneuvering.

For more tips and trends about modular furniture: https://bit.ly/3MHyzpX

#office #officedesign #officelife #workplace #workplacedesign #business"
6944332109280890880,2022-06-19 16:56:34,staples,80,0,"Be bold. Be brave. Be supportive. Be curious.

Today, we share these wise words from our President of Staples Promotional Products in celebration of the freedom gained and the progress made in the last 157 years. His words also serve as a reminder to us all to be proud of ourselves, as well as step outside our comfort zone and learn. Strive to understand the world and those around you. Stand up for what is right and call out what is not. 

#juneteenth #juneteenthcelebration #freedom #blackexcellence #blackhistory #americanhistory #worklife #workculture #inclusive #diversity
"
6944298321628831744,2022-06-19 14:42:18,staples,54,1,"Happy Father’s Day! We hope all fathers, parents and caretakers are kicking back and relaxing on a well-deserved weekend of celebration. 

At Staples, we understand work is one piece of our associates’ lives, so we provide the tools and the benefits to allow our associates to find a balance that works for them and their families.

For Sales Senior Account Manager Ron, the flexible schedule and investments in technology allow him to work from anywhere at any time, which helps him be productive and present with his loved ones.

Looking for a flexible schedule that allows you to be present with family needs you? Learn more about Staples, our benefits and find the right role for you: https://bit.ly/3A1NxRe.

#fathers #fathersday #workingdads #family #workculture #worklifebalance #worklifeintegration
"
6943563264588980225,2022-06-17 14:01:27,staples,59,4,"The June edition of the Social Justice Resource Series, hosted by the Staples Out@Work business resource group, sprouted a lot of thought-provoking dialogue around the progress that has been made and the progress still to come, including how allies both inside and outside the community can elicit meaningful change.

The Social Justice Resource Series (SJRS) is a resource utilized by our business resource groups to create dialogue among associates about similarities and differences of lived experiences, as well as how we can better support and understand each other.

We are proud to support this integral inclusion and diversity initiative in partnership with our business resource groups (BRGs). To learn about our BRGs and culture of inclusion, visit: https://bit.ly/3sZBN1o.
 
#business #culture #change #diversity #inclusion"
6943175415414853632,2022-06-16 12:20:16,staples,56,0,"Hybrid & happy. Delivered.

Whether you’re in the office, at home or somewhere in between, just imagine the possibilities with the right products and expertise to keep everyone connected, productive and inspired: https://bit.ly/3MnzXyT.

#work #remotework #hybridwork #office #worklifeintegration #worklife #office #officeculture"
6942966224104374272,2022-06-15 22:29:01,staples,56,1,"“Staples Digital Solutions (SDS) is a great place to work for those looking to grow their technology skills. As a company, Staples is in the midst of a digital transformation, and the SDS team has a front seat to it all.

From improving the way our customers shop and interact with us, to streamlining our supply chain, to digitizing our workforce, SDS is leading the way leveraging modern technologies to power that transformation.”

The Chief Information Officer wants you.

Find the role for you and join us: https://bit.ly/3xsmHTl

#developer #digital #engineering #innovation #tech #technology #business #jobopportunities"
6940364612496183296,2022-06-08 18:11:09,staples,46,0,"“It means a lot to be to part of this group as like me, associates from other communities interact and bind each other by educating and sharing their culture with each other.”

And that’s what SPARC is all about—celebrating diversity. Learn more about SPARC, as well as our culture of inclusion: https://bit.ly/3KkNYfp."
6939952896331403264,2022-06-07 14:55:08,staples,294,8,"Staples, Inc. senior leadership took some time to travel to a few of our Fulfillment Centers, including Dallas, to see where delivering for customers comes to life.

Interested in joining an important team that keeps Staples going? And in return, you’ll receive the tools and business resources you need to find success with us. To learn more about our fulfillment centers and find the right role for you, visit our career site: https://bit.ly/3OEfmrG
"
6938535444968046593,2022-06-03 17:02:41,staples,155,3,"The Staples Out@Work business resource group—dedicated to creating an organizational network of LGBTQ+ members and allies­, in partnership with senior leadership—is proud to reaffirm our commitment to making Staples an inclusive, welcoming environment for all.
 
This work doesn’t happen for just 30 days in the month of June—it happens 365 days of the year. Visit https://bit.ly/3sZBN1o to learn more about our business resources groups and the work they’re doing to advance a lasting, inclusive culture at Staples.

Happy Pride!"
6938221478152691712,2022-06-02 20:15:06,staples,51,0,"“A safe space for open dialogue. The team encourages participation from all backgrounds and provides different perspectives that are thought-provoking.” 

Like Chris, we know our business resource groups like SPARC (Staples Pan-Asian American Resource Coalition) have a positive impact through continued dialogue on the rich diversity and complexity of the Asian-American experience. Learn more about SPARC, as well as our culture of inclusion: https://bit.ly/3KkNYfp."
6937464047286034432,2022-05-31 18:05:20,staples,400,0,"Who runs Staples? Associates! Thanks to their Get it Done attitudes to Deliver for Customers, our hardworking, forward-thinking associates continue to propel us as a business and a brand.

Last week, as a token of our appreciation, many of our offices, including our headquarters in Framingham, held associate appreciation days complete with food trucks, lawn games and Mother Nature blessing us with beautiful weather to allow us to celebrate outside.

In addition to festivities, we also got moving for a good cause with a walk-a-thon to raise funds for our Cause for Caring program. Cause for Caring, through associate contributions, provides relief for associates in need of severe financial assistance due to significant events or other circumstances beyond their control. Since 2013, we’ve been able to assist almost 4500 associates. To learn more, visit https://lnkd.in/eBfGaxXf.
"
6934912227896401920,2022-05-24 17:05:19,staples,88,0,"It’s no surprise, the way we get work done has changed...forever. But one thing hasn’t changed, the work still needs to get done. We can help with the curated products and expertise you need to get the job done right every time: https://bit.ly/3wjf2XX."
6933030007158022144,2022-05-19 12:26:03,staples,25,0,Did you know your office layout can help determine the happiness and efficiency of your team? Check out the layout options that could work for your team: https://bit.ly/3NhpyEL
6932656800584368128,2022-05-18 11:43:03,staples,92,0,"In the most recent Social Justice Resource Series, our SPARC (Staples Pan-Asian American Resource Coalition) business resource group kindled a conversation with great points around allyship and leadership to help pave the way for others. Leading the narrative by sharing his journey through corporate America, Staples Chief Supply Chain Officer, Amit, also left viewers with many golden nuggets of wisdom. 
 
The Social Justice Resource Series (SJRS) is a resource utilized by our business resource groups to create dialogue among associates about similarities and differences of lived experiences, as well as how we can better support and understand each other.
 
We are proud to support this integral inclusion and diversity initiative in partnership with our business resource groups (BRGs). To learn about our BRGs and culture of inclusion, visit: https://bit.ly/3sZBN1o."
6930587591264116736,2022-05-12 18:40:45,staples,79,2,
6929474349162717184,2022-05-09 16:57:08,staples,475,7,"Last week, our Framingham headquarters welcomed hundreds of associates back into the office. It was wonderful to see the cafeteria bustling and associates catching up at the coffee shop. To celebrate the occasion, associates were showered with complimentary meals, soft drinks and many chances to win fabulous prizes!"
6929115780647141376,2022-05-08 17:12:18,staples,110,1,"Happy Mother’s Day to all parents and caretakers! We know many of our associates are responsible for others and have families. We also understand a job is one piece of our associates’ lives. At Staples, we want to make life easy as much as we make work easy.

Our many benefits support working parents and caregivers, including competitive Paid Time Off, Summer Fridays and childcare support. We also offer financial and family planning support for soon-to-be parents and caregivers.

Associate Amy shares how she has been able to balance her job—supporting our Digital Solutions and Supply Chain teams—with her family priorities, thanks to benefits like these.

Want to join our team? Learn more about Staples and find the right role for you: https://bit.ly/3A1NxRe."
6927620140628893696,2022-05-04 14:09:10,staples,10,0,"Tomorrow, Staples joins CNBC's Small Business Playbook Virtual Summit to offer unique insights and advice to help small businesses adapt and thrive in the new world of hybrid work. Participants will hear expert tips and insights to navigate common challenges such as keeping hybrid teams connected and engaged, helping remote workers maintain productivity and wellness, improving teamwork and communication, and much more. 
 
Sign up for free #CNBCSmallBiz event now → https://bit.ly/3FirDOg"
6926906157483610112,2022-05-02 14:52:03,staples,69,0,"Happy Small Business Week!

For over 35 years our products and solutions have helped small businesses achieve their goals. Today, we recognize the entrepreneurial mindset.

Tag your favorite small businesses in the comments.

"
6926533758418358273,2022-05-01 14:12:16,staples,54,0,"In honor of Asian American and Pacific Islander Heritage Month, we’re shining the spotlight on our SPARC (Staples Pan-Asian American Resource Coalition) Business Resource Group. SPARC members proudly cultivate diversity, foster connection, and celebrate Asian and Pacific Islander heritage here at Staples.

Learn more about SPARC, as well as our culture of inclusion: https://bit.ly/3KkNYfp."
6926526906712375296,2022-05-01 13:45:03,staples,600,30,"When Tom Stemberg’s typewriter ribbon broke on a holiday weekend — he didn’t give up. Tom founded Staples. Ten months later the first Staples opened in Boston, and for over 35 years, we’ve helped our customers feel confident navigating the ever-changing world of work."
6925876084915769344,2022-04-29 18:38:55,staples,11,0,
6925532352588734464,2022-04-28 19:53:03,staples,53,2,"“Everyone that I have met from Staples, starting with you, has been so nice and helpful. If you need help with companies that aren’t sure if they should sign up for the Staples Advantage, refer them to me. Companies get set in their ways and have a hard time doing something new not knowing that they could save money.”

Service so good, customers just have to share.

Join the Stapes team: https://bit.ly/3Kgb7iB"
6925089570694823936,2022-04-27 14:33:35,staples,107,2,"Technology keeps us moving forward. People keep us human. Join the Staples team today to put your innovative mind to work. Let's make work easier for everyone.

Join our team today: https://bit.ly/3OEfmrG"
6924735103298359296,2022-04-26 15:05:03,staples,66,0,"“I wanted to take the time to let our delivery driver know how essential he is to our day-to day-functions. 

""I used to work with an elderly assistant who was unable to lift some of the packages that are delivered, and our delivery driver would take the time to place the paper by the printer, as well as place the packages on the desk to make them easier for her to access.

""Today, I no longer have that assistant but our driver’s kindness and courteous respect for the people in our office has never wavered and we so appreciate him.”

Customers can’t wait for their next delivery.

Get behind the wheel for Staples: https://bit.ly/3LeTdxO
"
6924481426092343296,2022-04-25 22:17:02,staples,77,0,"Staples is committed to integrating Inclusion & Diversity into everything we do. It impacts every aspect of our business: finding, attracting and retaining top talent; boosting morale; increasing innovation; and enhancing customer relationships and supplier partnerships. Our I&D work ensures our company reflects the populations we serve, support and employ, and it better positions us to succeed now and in the future. 

Learn more about our I&D work and find the right opportunity for you: https://bit.ly/3A1NxRe
"
6923303299165110272,2022-04-22 16:15:35,staples,37,0,Easily stock up on eco-preferable products for your business. Just look for the green Eco-ID check mark that signifies a product meets credible eco criteria next time you shop at https://bit.ly/3K9affs.
6921876575571349504,2022-04-18 17:46:17,staples,63,2,"Recently, our All Abilities Business Resource Group leveraged our Social Justice Resource Series (SJRS) to foster a conversation around therapies as treatment for disabilities. The SJRS is a platform for Staples associates to gather and educate one another about their lived experiences. 

This platform is also a launch pad for our BRGs, like All Abilities, to share the work they do day in and day out to help create space for our associates to be vulnerable and bring their authentic selves to work. 

We are proud to support this integral inclusion and diversity initiative in partnership with our Business Resources Groups. To learn about our BRGs and culture of inclusion, visit: https://bit.ly/3sZBN1o."
6919334021499916288,2022-04-11 17:23:05,staples,69,4,Office design trends are changing to bring the comforts of home into the office. Discover some popular office furniture trends for 2022 and what you can do to enhance your workspace at https://bit.ly/34wHpq8
6918238545589497856,2022-04-08 16:50:03,staples,19,0,"Tax Day is just around the corner. If you need extra time, you can request an automatic extension before the April 18 deadline. No judgement. 

Check out https://bit.ly/3wiTHyg for tips on simplifying your tax process."
6915308235012898816,2022-03-31 14:46:03,staples,194,5,"Seen. Heard. Valued.

Today, we honor the transgender community and their contributions to Staples, as well as our society and culture.

#TransDayOfVisibility #TransgenderDayOfVisibility 
"
6914583211926777856,2022-03-29 14:45:04,staples,66,0,"“Working with the other co-chairs, executive sponsors, and engagement committee members gave me something to look forward to, I felt connected again, the fire was burning once again in me, and I truly feel alive creating education (and) awareness with a feeling of doing what is right for Women in Supply Chain.”

This is what Staples' Business Resource Group Women in Supply Chain is all about — empowering and inspiring women to pursue career growth and leadership roles.

Learn more about our business resource groups and culture of inclusion: https://bit.ly/3sZBN1o.

#WomensHistoryMonth #WomensEmpowerment #WomensHistory #HERstory
"
6912049010404945920,2022-03-22 14:55:03,staples,80,0,"“The leaders of Women Who Lead run an incredible group, bringing people together from all parts of the organization to share our experiences and help each other grow in both our careers and as people.” 

And that’s something to celebrate during Women’s History Month and beyond. Staples’ Business Resource Group Women Who Lead supports and encourages women to advance their skills and leadership potential through connections, discussion, professional development and mentorship.

Learn more about our business resource groups and culture of inclusion: https://bit.ly/3sZBN1o.

#WomensHistoryMonth #WomensEmpowerment #WomensHistory #HERstory"
6911684867210534912,2022-03-21 14:48:05,staples,22,0,"Check out the top five business tax questions, answered: https://bit.ly/3CBhMl8

#tax #taxes #accounting #business #taxseason #finance #accountant #incometax #smallbusiness #bookkeeping #entrepreneur #taxpreparer"
6909908476341182464,2022-03-16 17:09:20,staples,79,3,"Spearheaded by our Women Who Lead Business Resource Group, Staples hosted Kristin Crowley, the first women fire chief in the history of the Los Angeles City Fire Department, as part our monthly Social Justice Resource Series. Centered around International Women’s Day and this year’s theme #BreakTheBias, the key takeaways included allyship and trail blazing.
 
The Social Justice Resource Series is a resource for Staples associates to gather and educate one another about lived experiences. We are proud to support this integral inclusion and diversity initiative in partnership with our Business Resources Groups. To learn about our BRGs and culture of inclusion, visit careers.staples.com.
 
#LAFD #HERstory #WomensEmpowerment #WomensHistoryMonth #WomensHistory #InternationalWomensDay #IWD2022
"
6909515568412815360,2022-03-15 15:08:04,staples,63,1,"“The support of the Women Who Lead community has helped me with building confidence by providing me with a seat at the table and an equal voice.” 

As part of Women’s History Month, we’re featuring some of the amazing woman from Staples. Like Rachel, we know business groups like Women Who Lead and Women in Supply Chain have a positive impact of the members’ lives.

Learn more about our business resource groups and culture of inclusion: https://bit.ly/3sZBN1o.

#WomensHistoryMonth #WomensEmpowerment #WomensHistory #HERstory"
6907454731338563584,2022-03-09 22:39:02,staples,42,0,"Each component of your email communication holds value and importance. From the subject line down to your signature, we have our tips to writing a professional email here: https://bit.ly/3CplYUU"
6906973691885051905,2022-03-08 14:47:33,staples,131,0,"It's International Women's Day and we would like to proudly recognize and celebrate all women. To the women of Staples, your drive is crucial, and your encouragement is endless. You are all instrumental to the success of Staples.

#BreakTheBias #InternationalWomensDay #IWD2022 #WomensEmpowerment #WomensHistory #WomensHistoryMonth
"
6904835994743308288,2022-03-02 17:13:06,staples,43,0,"Working from home means communicating via video conferencing more and more. Make sure your teams video quality is top notch with a webcam. Discover our top recommendations for more WFH tech and audio at https://bit.ly/3EIp9Yj
#wfh #homeoffice #webcam"
6904462012349255680,2022-03-01 16:27:02,staples,48,0,"Happy Mardi Gras to customers, colleagues and friends. Laissez les bons temps rouler! 

Did you know the official colors of Mardi Gras are purple for justice, gold for power and green for faith?
"
6904436908563206144,2022-03-01 14:47:17,staples,186,4,"It’s Women’s History Month and we’re proud to recognize two business resource groups at Staples — Women Who Lead and Women in Supply Chain. Their missions are to support, inspire and encourage women to pursue career growth opportunities and leadership potential through networking, discussion, professional development and mentorship.

Learn more about Women Who Lead and Women in Supply Chain, as well as Staples' culture of inclusion: https://bit.ly/3KkNYfp."
6904155740236263424,2022-02-28 20:10:01,staples,229,5,"We dropped off a special delivery at Comegys Elementary School this morning. Our truck was filled with printers, paper, notebooks, pencils and much more. We hope these school supplies can help Comegys as they continue to inspire the next generation of leaders!

See how we partnered with @GoodMorningAmerica to help surprise the incredible Ms. Xiomara Robinson and her entire school at gma.abc/3BXzejo

#ThankATeacher"
6902623963264954368,2022-02-24 14:43:17,staples,32,0,"Let’s get you ready to roll. Redefine your workspace with rolling desks, chairs, and barriers. Want to learn more? Check out the latest issue of TheLoop: https://bit.ly/3GxFr6W"
6989163375909879808,2022-10-21 10:00:01,humana,24,0,"Our Supplier Diversity team recently launched the 2022-2023 Mentor Protégé Program where participants are paired with Humana leaders who share subject-area expertise. The year-long program helps address and overcome barriers that inhibit or restrict the success of under-represented business owners and small business enterprises. 

“Humana’s program not only prepares and trains our firm on how to expand our business relationship within Humana but also provides us the tools to succeed in developing or enhancing business in the Fortune 500 marketplace,” says Eric W. Boyer, program participant and Managing Partner, Quintairos, Prieto, Wood & Boyer, P.A..  

Get to know the participants, their organizations and hear why they are excited for this year’s program → https://huma.na/3MLg7yj  "
6988952002256941056,2022-10-20 20:00:05,humana,175,1,"We are pleased to announce that our Kentucky HMO Medicare Advantage plan offered through Humana Health Plan of Ohio, Inc. has received the highest possible quality rating for the 2023 plan year from the Centers for Medicare & Medicaid Services for the second year in a row.

“This rating reflects our strong collaboration with local health providers to help our members get the care they need and deliver the best health outcomes for our members,” said Kathie Mancini, Humana Medicare East Central Region President. 

Learn more → https://huma.na/3evqqdc "
6988906686610624513,2022-10-20 17:00:01,humana,32,0,"This Saturday, October 22, in partnership with the Louisville Health Advisory Board, we are hosting a free Women’s Health Fair at the Louisville Urban League (LUL)  Norton Healthcare Sports & Learning Center. At Humana, we are always working to improve health equity in the communities we serve, including our corporate hometown, Louisville, Ky. 

The Health Fair will include mammograms and well woman visits (by appointment) provided by Norton Healthcare, as well as preventive clinical screenings and Red Cross blood drive. 

Learn more about the 2nd annual Human Women’s Health Fair and find event details → https://huma.na/3MOb6oL  "
6988574554935767040,2022-10-19 19:00:15,humana,89,3,"Humana is a different kind of healthcare company. Here, our commitment to whole-person health builds from the inside out. We help our employees confidently achieve their best selves—both professionally and personally—by offering the opportunity to make a difference, continue to grow, and achieve their individual health and well-being. 

Since the pandemic began, Humana has invested more than $15 million in funding for caregiver emergency relief, such as back-up childcare or eldercare, and over $8.5 million in financial support to help our employees who experienced financial hardship, like family job loss or food insecurity. We created and promoted learning resources so employees could successfully transition to working from home while continuing their own personal and career development. 

Join a team that supports your best health at https://huma.na/3SfiESG. 

#hiring #job #work"
6988529198269169665,2022-10-19 16:00:01,humana,44,0,"Since 2017, we’ve reduced our greenhouse gas emissions by 20 percent and diverted 63 percent of waste. Learn more about Humana's impact on the environment 🌎 💚 →https://huma.na/3yDdMjh"
6988483919901847552,2022-10-19 13:00:06,humana,79,2,"Breast cancer is the most common cancer in women in the United States. Despite a lower incidence rate, Black and African American women are 41 percent more likely to die from breast cancer than Caucasian women. 

Angela Fielding, Co-President of the IMPACT Network Resource Group and Director of Provider Experience and Network Transformation/Humana Healthy Horizons, is a 3-year breast cancer survivor.  

Angela shares her story of being diagnosed with breast cancer. She also discusses the importance of access to and utilization of sophisticated digital diagnostic techniques to detect breast cancer in women with dense breasts and women of color. 

“The message that I want to share with women, particularly Black and African American women about my experience, is that early detection is essential to survival,” said Angela. “We must ensure that we are being intentional about getting breast cancer screenings. Early detection was due to vigilance with my examinations and self-advocacy.” 

Read Angela’s powerful story and learn simple actions you can take to improve breast cancer outcomes in women → https://huma.na/3g2bJ1V 

#BreastCancerAwarenessMonth #HealthEquity "
6988227211405266946,2022-10-18 20:00:02,humana,199,6,"We are pleased to announce that our statewide Tennessee HMO Medicare Advantage plan has achieved the highest possible quality rating for the 2023 plan year from the Centers for Medicare & Medicaid Services for the second year in a row, and third time overall.  

“We are grateful to the doctors and their medical teams who are treating our members in a way that makes them feel valued, respected and not rushed, while providing the quality health care they need,” said Doug Haaland, Humana’s Medicare President for Tennessee and Alabama. 

Learn more → https://huma.na/3Cs6mQQ "
